"","cm_key","mvar2","mvar4","mvar5","mvar6","mvar7","mvar8","mvar9","mvar10","mvar11","mvar12","mvar13","mvar14","mvar15","mvar16","mvar17","mvar18","mvar19","mvar20","mvar21","mvar22","mvar23","mvar24","mvar25","mvar26","mvar27","mvar28","mvar29","mvar30","mvar31","mvar32","mvar33","mvar34","mvar35","mvar36","mvar37","mvar38","mvar39","mvar40","mvar41","mvar42","mvar43","mvar44","mvar45","mvar49","mvar50","mvar51"
"108",50108,0,5,5,7,0.7969,0.3662,8,1,5.3814,5,13,1,3,4,4,3,4,6,5,7,6,6,4,7,3,0,1,1,1,3,4,4,4,9,9,8,7,0,0,0,0,0,0,0.0902054191880678,0.0214220890333383,0.167614327358843
"109",50109,0,1,10,3,0.4658,0,8,0,5.3048,11,12,1,1,5,3,3,3,0,0,0,2,9,6,9,7,5,5,5,5,3,3,3,3,9,6,6,6,1,0,0,0,0,0,0.0459446273581953,0.0630375946611189,0.0596223412076998
"110",50110,0,2,6,5,0.0232,0.1155,2,0,0.8068,14,10,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0.0288307440340745,0.0248800952728479,0.0656208828166208
"111",50111,0,2,5,5,0.7969,0,2,1,6.9414,18,16,1,2,1,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,5,5,5,5,10,10,10,10,1,0,0,0,0,0,0.0638817085582963,-0.0169504550607134,0.164418848616226
"112",50112,5,12,3,5,0.0998,0,8,1,2.9173,18,18,1,1,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,5,1,4,5,1,0,0,0,0,0,0.160707641378861,-0.0130253132490782,0.0179659923742425
"113",50113,0,5,2,1,0.0045,0,8,0,0.8624,8,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0.0334694148855033,0.0308337492028163,0.0780559503655024
"114",50114,1,2,8,1,0.2294,0.1155,2,0,1.7982,13,10,0,0,4,1,0,0,6,3,0,6,1,2,1,2,7,7,7,7,2,2,2,2,6,5,5,5,0,0,0,0,0,0,0.021359220834359,0.0571650257294142,0.0722152667841017
"115",50115,0,0,10,2,0.2477,0,8,0,1.0703,18,9,1,0,0,0,0,0,8,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,6,2,1,2,0,0,0,0,0,0,0.0292147444525487,0.053574430012143,0.0607211589688646
"116",50116,4,1,1,1,0.0629,0,8,0,4.1655,14,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0.167647550847593,-0.00192709354599364,0.00534235810278121
"117",50117,0,3,3,3,0.8321,0,8,0,4.1373,7,9,1,0,2,1,1,1,6,6,4,0,4,4,4,4,0,0,0,0,0,0,0,0,7,6,6,6,0,0,0,0,0,0,0.0690226358275388,0.22696784956479,0.0278739864650343
"118",50118,0,2,4,2,0.1245,0,8,0,1.822,11,15,1,0,4,1,1,0,0,0,0,3,1,4,1,4,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0.0400687594212835,0.11648308215571,0.0388817098962588
"119",50119,3,6,6,7,0.4844,0.3466,4,1,3.8131,4,15,1,0,7,3,3,3,6,0,0,6,6,4,6,4,0,0,0,0,0,0,0,0,8,6,6,8,0,0,0,0,0,0,0.134318099095143,0.0230899191563072,0.0898478047757666
"120",50120,2,4,7,4,0.1367,0,2,0,2.334,17,12,1,0,0,1,1,0,7,6,8,0,3,3,1,4,1,4,4,5,1,2,2,1,5,5,5,4,1,0,0,0,0,0,0.0430493385197429,0.0842906511627428,0.0336445057731378
"121",50121,1,1,9,6,0.0159,0,5,1,1.2258,9,10,1,2,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,0,0,0,0,0,0,0.0533568819886664,-0.0243052653503419,0.0368463417096665
"122",50122,2,2,4,3,1.8068,0.4142,6,0,5.3031,13,11,1,0,5,5,4,3,6,0,4,4,4,4,4,4,8,9,9,5,5,4,5,4,10,8,10,10,1,0,1,0,0,0,0.0561245766575509,0.0965037455519491,0.00769976858348622
"123",50123,0,5,6,3,0.0103,0,2,0,1.8624,13,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0.0288307440340745,0.0316046056723317,0.0481540682283505
"124",50124,0,3,9,5,0.7969,0.1155,4,0,5.7476,6,11,1,2,3,6,0,3,3,3,0,3,4,2,4,4,0,0,0,0,0,0,0,0,8,6,6,6,0,0,0,0,0,0,0.0377250291846357,0.148441492796619,0.137026128349383
"125",50125,0,8,4,9,0.7969,0.1155,3,1,6.677,17,13,1,0,3,3,2,3,4,6,2,3,10,10,10,10,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0.121051783133606,0.00721518849762781,0.307214840015023
"126",50126,0,6,8,6,0.7969,0,1,1,1.561,11,13,1,0,0,0,2,0,0,0,3,0,3,3,1,4,1,2,3,1,1,1,1,1,3,2,4,2,1,0,1,0,0,0,0.0444616655157546,-0.0188960565482191,0.17982192646834
"127",50127,11,1,5,5,5.0602,0,8,1,6.68,16,15,1,0,7,3,8,7,8,8,9,7,9,8,9,6,9,9,9,9,8,8,8,6,11,11,11,11,1,0,0,2,0,0,0.527526235019241,-0.0179376208202648,-0.00345559092526898
"128",50128,0,4,4,5,0.1385,0,2,0,3.0033,16,13,1,0,0,1,0,0,3,2,3,0,0,0,0,0,1,0,0,0,1,1,1,1,5,3,4,3,0,0,0,0,0,0,0.0329791999718441,0.100167081988577,0.0638483205349829
"129",50129,0,3,4,6,0.7969,0.2682,5,1,2.8788,13,11,1,2,3,3,2,2,8,8,6,7,4,3,3,3,4,4,6,4,3,3,3,3,7,6,7,7,0,0,0,0,0,0,0.0767641314504161,0.0148262665210112,0.231914995056127
"130",50130,0,4,1,1,0.0633,0.1155,4,0,4.6143,18,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,4,0,0,0,0,0,0,0.0986957122248468,0.105554371190959,0.0939157400941423
"131",50131,5,1,9,6,0.8084,0.1155,4,0,4.9233,16,14,1,1,2,3,3,2,7,8,6,7,4,7,5,7,8,7,8,8,3,4,3,3,8,8,6,6,1,1,0,1,0,0,0.245520277277304,0.0313047993337581,0.000268434228458562
"132",50132,1,4,4,3,0.1311,0,8,0,3.1443,3,19,1,0,3,3,2,3,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,5,4,4,5,0,0,0,0,0,0,0.0516856294259397,0.126054312427658,0.00540099534032766
"133",50133,0,2,9,6,0.7969,0.1155,2,1,2.6044,11,12,1,0,0,0,3,0,3,3,6,6,0,0,0,0,0,3,3,0,1,1,2,2,5,4,4,5,1,0,1,0,0,0,0.0500588541455513,-0.0112352957763555,0.12632614227877
"134",50134,3,8,3,8,0.4776,0.2682,5,0,4.7393,11,13,1,0,1,1,3,3,8,5,6,6,8,7,8,8,0,0,0,0,0,0,0,0,7,6,7,7,0,0,0,0,0,0,0.128206944437657,0.214160932133382,0.0341736481782
"135",50135,1,1,9,7,0.0955,0,8,1,2.3194,5,9,1,0,3,3,0,3,5,5,6,6,3,4,3,4,5,5,7,5,2,2,2,2,5,4,4,4,1,0,0,1,0,0,0.116735953585222,-0.0136346595850803,-0.00507179690713923
"136",50136,0,5,3,6,0.5054,0,3,0,2.4783,11,12,1,0,3,3,3,3,5,9,5,2,10,7,10,8,0,0,0,0,0,0,0,0,6,7,4,4,0,0,0,0,0,0,0.075337537529442,0.243937579408913,0.0635930329596993
"137",50137,0,0,2,1,0.0901,0,3,0,5.3894,18,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,0,0,0,0,0,0,0.055432833591786,0.126450875202479,0.0563501835787738
"138",50138,1,8,2,6,0.0974,0.1155,2,1,1.9089,3,9,1,0,2,0,0,0,0,5,0,0,4,2,3,3,3,0,0,0,1,1,3,3,5,4,2,1,1,0,0,0,0,0,0.0670507426789855,-0.00642330522912802,0.0998509404663498
"139",50139,0,2,4,3,0.7969,0.1831,3,0,3.4503,6,6,1,0,2,7,1,3,3,3,3,7,7,7,4,7,0,0,0,0,0,0,0,0,5,5,5,7,0,0,0,0,0,0,0.0719224282125318,0.190702488097622,0.152486943525657
"140",50140,0,4,6,3,0.7969,0.1155,6,0,5.1695,9,8,1,0,2,1,1,1,4,7,6,0,5,7,5,7,0,0,0,0,0,0,0,0,8,7,7,6,0,0,0,0,0,0,0.0668513512653178,0.200571491024795,0.129695488836399
"141",50141,2,2,3,2,0.5602,0.5926,7,0,6.0613,4,14,1,0,0,0,0,0,4,0,0,0,4,4,4,4,3,4,4,4,3,3,1,1,8,6,4,3,0,0,1,0,0,0,0.0455768105979051,0.130101189095364,0.0463219884450951
"142",50142,2,0,6,4,0.6004,0,2,0,3.1843,13,12,1,0,1,7,2,4,9,7,3,9,4,4,4,4,0,0,0,0,0,0,0,0,7,6,6,8,0,0,0,0,0,0,0.0531652067616079,0.168214517199534,0.0362577508104043
"143",50143,0,0,6,6,0.273,0,8,1,2.5029,18,14,1,1,1,1,0,0,4,3,3,0,3,4,4,2,0,4,4,0,1,2,2,2,4,5,5,1,1,0,0,0,0,0,0.0559553458143478,-0.0159314412720621,0.027688848614754
"144",50144,1,3,3,5,0.134,0,8,1,1.3772,1,8,1,0,1,1,1,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,2,0,0,0,0,0,0,0.0808760011926746,0.0110047803582848,0.0847683697332865
"145",50145,2,4,2,1,0.4787,0,8,0,4.6615,18,12,0,0,6,6,0,0,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,1,0,0,0,0,0,0,0.0762308563930722,0.199898223480544,0.0680036139085253
"146",50146,2,2,5,9,0.1381,0.2986,4,1,0.8438,7,11,1,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,4,4,3,2,2,2,5,4,4,3,2,0,0,0,0,0,0.0749864757458398,-0.00986242853728945,0.0488962084269449
"147",50147,0,3,3,2,0.0702,0.1831,2,0,6.1225,17,13,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,0,0,0,0,0,0,0.055432833591786,0.120254583959681,0.0979399950054765
"148",50148,7,0,5,4,0.3061,0.3838,5,0,5.5792,5,10,1,0,2,0,0,5,0,0,0,2,1,1,1,1,10,10,10,10,2,2,3,3,6,6,6,6,2,0,0,2,0,0,0.361073628596297,0.0590736180750416,-4.34646037756538e-05
"149",50149,0,4,4,6,0.7969,0.3243,4,1,1.4818,13,11,1,0,3,1,2,1,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,5,4,3,5,0,0,0,0,0,0,0.0654322847418582,0.0423574775231106,0.231000623917764
"150",50150,0,2,5,3,0.7969,0,8,0,1.8193,4,13,1,0,2,4,3,0,4,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,3,2,3,2,0,0,0,0,0,0,0.0349193617444523,0.100850670219095,0.102161369161883
"151",50151,0,4,10,4,0.0011,0.4513,5,0,0.5569,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0268378706357793,0.0153024918284232,0.0453266497636151
"152",50152,6,2,6,6,1.7672,0.3243,5,0,5.1659,14,10,1,0,4,3,3,2,8,9,9,9,8,3,4,8,0,0,0,0,0,0,0,0,10,10,10,9,0,0,0,0,0,0,0.264049038238067,0.119530926748091,0.039106436186468
"153",50153,1,1,6,5,1.1272,0,8,0,6.0682,8,13,1,1,7,5,3,1,7,3,2,4,4,5,4,4,1,0,0,1,4,4,3,2,10,7,5,5,0,0,0,0,0,0,0.0595555814623523,0.136942037776199,0.0547932369071887
"154",50154,0,4,3,3,0.3212,0.3243,7,0,6.0615,16,10,1,1,3,3,4,3,3,0,3,0,2,3,3,3,0,0,0,2,3,2,2,2,7,5,5,5,0,1,0,0,0,0,0.0423155719161965,0.149009048464915,0.0804115489296721
"155",50155,2,0,5,3,0.1676,0.1155,3,0,2.092,6,9,1,0,1,0,0,1,4,3,4,3,1,1,1,1,0,0,0,0,0,0,0,0,6,5,5,4,0,0,0,0,0,0,0.0345767406169302,0.166880816854899,0.0620473465030304
"156",50156,0,3,6,7,0.9555,0,8,1,6.4594,3,16,1,0,0,0,0,3,0,0,0,0,2,1,1,2,1,0,0,0,5,4,4,3,9,7,7,5,1,0,0,0,0,0,0.072421561529612,-0.00646822172775665,0.0137690310340479
"157",50157,2,2,6,6,1.9189,0,8,1,5.9386,8,16,1,0,5,2,0,0,0,0,0,3,4,4,4,5,6,7,6,6,5,5,5,5,10,10,10,10,1,0,0,0,0,0,0.0991246223907328,-0.0154131558093005,-0.00733644886146367
"158",50158,1,2,8,3,0.1016,0.1831,3,0,1.7944,6,10,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0,0.0268378706357793,0.0627912332397141,0.0356281977236686
"159",50159,1,1,2,5,0.8037,0,8,1,4.0582,18,14,1,0,5,4,3,0,3,4,3,0,2,2,2,2,0,0,0,0,0,0,0,0,9,6,6,4,0,0,0,0,0,0,0.0977763319558067,0.0125509366095798,0.124638315660448
"160",50160,0,2,2,3,0.7969,0.1155,1,1,4.9018,6,12,1,0,0,0,0,0,0,0,0,0,3,1,1,3,4,4,4,0,4,3,3,0,9,6,7,1,2,0,1,0,0,0,0.0840596726110554,-0.00511317661762327,0.274093318409941
"161",50161,0,1,5,3,0.0597,0.1155,2,0,2.276,13,14,1,0,2,3,1,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,0,0,0,0,0,0,0.0302259280660108,0.0761147655855543,0.0536085708801768
"162",50162,2,6,2,2,0.3143,0.231,5,0,7.001,2,11,1,0,7,4,5,3,4,3,1,3,7,4,3,7,0,0,0,0,0,0,0,0,6,5,5,5,0,0,0,0,0,0,0.0685159540478899,0.236189943578444,0.097033666514988
"163",50163,0,3,6,3,0.7969,0,8,0,5.3311,11,16,1,0,1,0,0,3,3,4,5,0,10,10,10,10,0,0,0,0,4,3,4,3,8,9,8,6,1,1,0,0,0,0,0.067730222103501,0.0952845593887023,0.0912264285296079
"164",50164,1,6,6,6,0.1334,0,1,1,2.9359,17,14,1,2,1,1,1,1,0,0,0,0,0,0,0,0,4,4,3,4,2,2,2,2,6,5,5,6,1,0,1,0,0,0,0.0455099721777977,-0.0128451101411481,0.0749584154430457
"165",50165,1,5,2,3,0.1182,0,8,1,1.531,1,13,1,0,0,0,0,0,4,2,3,0,4,1,2,4,0,0,0,0,0,0,0,0,5,5,2,1,0,0,0,0,0,0,0.0832526748285958,0.013828530332991,0.062227444997852
"166",50166,0,1,8,5,0.0197,0.1155,2,0,0.4043,6,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,1,1,1,1,2,3,3,2,0,0,0,0,0,0,0.0136515421454903,-0.00702040848998728,0.0500710731093135
"167",50167,0,1,2,3,0.6811,0.3838,7,1,3.4197,8,8,1,0,0,0,0,0,5,7,0,0,8,6,8,7,0,0,0,0,0,0,0,0,7,6,4,1,0,0,0,0,0,0,0.106745153490632,0.0253391123084724,0.135786534699993
"168",50168,0,1,7,3,0.0961,0,4,0,5.3116,18,13,1,0,0,0,0,0,0,0,0,0,7,1,4,5,0,0,0,0,0,0,0,0,5,4,5,5,0,0,0,0,0,0,0.0442667845506845,0.0649306466795226,0.0163871086539594
"169",50169,0,4,5,5,0.7969,0,1,0,2.6155,18,7,1,1,1,0,0,0,3,4,4,3,2,4,4,2,0,0,0,0,0,0,0,0,6,5,4,4,0,0,0,0,0,0,0.0484158046026553,0.187233286399836,0.187375662744024
"170",50170,0,0,5,3,0.0229,0.1155,2,0,1.4079,3,14,1,0,3,3,3,3,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,3,2,2,2,2,0,0,0,0,0,0.0245896187916966,0.0351034658845509,0.0506284793056303
"171",50171,0,1,5,3,0.0646,0.1831,3,0,2.9193,11,13,1,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,3,4,3,0,0,0,0,0,0,0.0308336100149325,0.0578854010445855,0.0660473679815248
"172",50172,1,2,1,6,0.2312,0,8,0,1.4124,11,11,1,1,0,0,0,0,0,0,0,0,4,4,4,4,6,0,0,0,3,1,1,2,7,3,3,4,1,0,0,0,0,0,0.0814017886717296,0.0392648888669741,0.0313720228033991
"173",50173,2,1,3,2,1.7723,0,8,0,4.3445,11,15,1,0,3,3,3,2,8,3,2,0,5,1,4,3,8,7,8,8,4,5,4,4,10,10,9,8,0,0,0,0,0,0,0.0657081047748806,0.141196768397445,0.00253759887148438
"174",50174,0,5,5,4,0.113,0,8,0,2.2589,16,8,1,1,3,3,3,3,0,0,0,0,3,4,4,2,3,3,0,3,1,1,1,1,5,3,3,4,0,0,0,0,0,0,0.0209029822299495,0.0865717624755069,0.0569534026788521
"175",50175,1,4,5,3,0.0205,0,8,0,1.068,13,11,1,2,1,1,1,1,0,3,0,0,1,2,1,1,4,4,4,4,1,1,1,1,4,3,1,1,1,0,0,0,0,0,0.0182505500696712,0.0353165103105554,0.028423559185796
"176",50176,0,6,1,5,0.7969,0,8,0,2.0008,18,14,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,3,1,2,5,4,1,1,2,0,0,1,0,0,0.091230910371487,0.0628437104654796,0.120234635427478
"177",50177,2,4,10,5,0.0283,0.3243,5,0,1.8123,8,8,1,0,0,0,0,5,0,0,0,4,3,4,3,4,0,0,0,0,0,0,0,0,4,2,1,4,0,0,0,0,0,0,0.0310855697033674,0.0198447028760657,0.0358634238061349
"178",50178,0,4,5,4,0.036,0,8,0,0.7872,3,16,1,0,1,1,1,1,0,3,0,0,3,4,4,4,0,0,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,0.0359276255943783,0.066124350919919,0.0226114995552363
"179",50179,2,1,8,10,0.1027,0,2,1,1.752,14,14,1,1,1,1,1,1,0,3,0,0,1,1,1,1,4,4,3,4,2,2,2,2,5,4,4,4,1,0,0,0,0,0,0.0873189495306154,-0.0269730600675347,0.0183147301055112
"180",50180,0,2,8,4,0.2349,0,8,0,3.1251,18,12,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,2,3,4,0,0,0,0,0,0,0.0320128541602188,0.0457743765478748,0.0282116827971529
"181",50181,0,1,2,1,0.7969,0.2682,3,0,0.7327,4,12,1,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,5,1,1,1,1,0,0,1,0,0,0.0758789048738476,0.0370144876089594,0.164212972465901
"182",50182,1,8,5,4,0.2514,0.1155,3,1,1.5294,8,16,1,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,4,4,2,1,1,1,6,5,4,4,0,2,0,0,2,0,0.0549396342709476,-0.00365965777698871,0.158770429592508
"183",50183,0,2,5,6,0.6557,0.1831,3,0,3.5434,14,10,1,2,3,3,3,3,3,3,5,5,5,3,4,5,0,0,0,0,0,0,0,0,7,7,6,6,0,0,0,0,0,0,0.0411130866148672,0.217286138560192,0.0476243964906062
"184",50184,1,3,9,3,0.0796,0.5297,7,0,3.5161,18,13,1,0,4,3,1,3,0,0,0,0,0,0,0,0,0,4,4,4,1,1,1,1,3,4,4,4,0,0,1,0,0,0,0.0259127093109675,0.0281762365956064,0.0335627997461172
"185",50185,1,3,8,3,0.1074,0,8,0,5.7964,18,8,1,0,3,0,0,0,2,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,6,6,5,5,0,0,0,0,0,0,0.045477735044634,0.116133753108937,0.0325443946893646
"186",50186,0,2,1,5,0.114,0,8,0,2.3315,9,9,1,0,3,3,3,1,3,3,0,0,3,1,2,2,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,0,0,0.0880327594429075,0.0901679844735645,-0.00405864293052841
"187",50187,1,5,10,4,1e-04,0,8,0,0.5622,14,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0.0214042480054885,-0.000715912747976869,0.0128677635607511
"188",50188,0,3,5,6,0.4385,0.1155,2,0,3.9474,11,15,1,4,4,3,3,3,7,0,0,7,3,6,6,4,0,0,0,0,0,0,0,0,7,4,5,6,0,0,0,0,0,0,0.0450137343283243,0.180954711739406,0.0717352767702462
"189",50189,0,7,2,1,0.3093,0.1155,3,0,3.5858,13,15,2,0,2,1,1,1,0,0,0,0,3,5,4,5,4,4,4,0,3,3,3,2,6,6,7,5,0,0,0,0,0,0,0.0554259104170158,0.154776671456638,0.0447733226466898
"190",50190,9,1,8,7,4.8368,0,8,0,6.3377,7,19,1,0,9,9,8,8,9,8,9,8,10,9,7,10,4,4,4,4,5,5,5,6,10,10,10,10,1,0,1,2,0,0,0.485920676586788,-0.0229725497026034,-0.0498417132784815
"191",50191,0,2,1,10,0.7969,0,8,1,6.2313,16,15,1,0,3,3,3,3,7,8,7,3,2,3,1,3,5,4,0,0,6,6,6,6,10,9,9,8,1,0,0,0,0,0,0.186873172989422,-0.00308205384565586,0.0944740858763842
"192",50192,0,6,2,4,0.0706,0.1155,2,0,1.5728,3,10,1,0,0,0,0,0,0,0,5,0,1,1,1,1,4,4,4,0,1,1,1,2,4,4,4,1,1,2,0,0,0,0,0.0332667282414798,0.0493756268956886,0.0733506471952064
"193",50193,0,2,8,3,0.0932,0,3,0,1.1779,16,15,1,0,1,0,1,1,4,5,0,0,0,0,0,0,0,1,0,0,1,1,1,1,5,4,3,4,1,0,0,0,0,0,0.0231369914572096,0.0297572803796093,0.0262728972912399
"194",50194,0,2,2,2,0.0762,0,8,0,0.5547,7,12,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,4,3,2,2,0,0,0,0,0,0,0.0426973533553222,0.0785138027519104,0.0568732545811119
"195",50195,0,1,7,10,0.7969,0.3243,5,0,4.0833,3,13,1,0,4,6,4,3,9,8,8,7,4,7,5,7,0,0,0,0,0,0,0,0,10,9,9,7,0,0,0,0,0,0,0.124214932659324,0.191175209098574,0.124397748148617
"196",50196,0,1,4,3,0.207,0,2,0,5.5077,12,16,1,0,0,0,0,0,0,2,0,0,3,1,1,3,0,0,0,0,0,0,0,0,6,5,5,5,0,0,0,0,0,0,0.0463179487533356,0.162747938932276,0.0148575955291442
"197",50197,0,6,8,3,0.1769,0,8,0,1.7369,8,10,1,0,1,1,0,1,4,6,0,0,2,4,4,4,0,0,0,0,0,0,0,0,5,5,4,4,0,0,0,0,0,0,0.0382508152270877,0.13246163024993,0.0176882032989757
"198",50198,0,1,9,2,0.7969,0.1155,2,0,2.1614,17,14,1,1,4,5,2,3,0,0,0,0,4,5,5,4,4,4,4,5,2,2,2,2,5,5,6,5,0,0,0,0,0,0,0.0225211818808977,0.0683004321600024,0.11889687543468
"199",50199,0,3,10,7,0.7969,0.5926,10,1,3.7966,11,7,1,0,2,1,5,4,9,3,0,0,5,4,5,4,0,0,0,0,0,0,0,0,7,6,5,5,0,0,0,0,0,0,0.0900214225265447,0.00661912653811045,0.137896108084266
"200",50200,0,1,1,3,0.7969,0,8,0,6.6801,7,12,1,0,3,0,0,0,3,1,3,0,4,2,4,2,0,0,0,0,0,0,0,0,10,3,3,3,0,0,0,0,0,0,0.0886627399031476,0.102301381084973,0.127911803494581
"201",50201,0,6,2,4,0.4964,0,8,1,5.599,3,14,1,0,3,3,3,3,0,0,4,3,3,7,7,4,0,0,0,0,0,0,0,0,7,7,5,4,0,0,0,0,0,0,0.111455765770849,0.039944867647278,0.0852057383407129
"202",50202,0,2,1,1,0.1399,0,8,0,0.7962,18,15,1,0,0,0,7,0,0,3,0,0,3,1,3,2,5,3,0,0,2,1,0,0,5,4,3,1,1,0,0,0,0,0,0.0880327594429075,0.0180997793816026,0.035814108060207
"203",50203,0,3,6,3,0.0744,0,8,0,1.0544,18,10,1,2,0,6,1,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,1,1,3,3,2,2,0,0,1,0,0,0,0.00862834710675011,0.0316413109370204,0.0539713872036645
"204",50204,0,8,9,5,0.4775,0.1831,1,1,2.9561,6,11,1,0,0,0,0,0,0,0,4,0,1,1,1,1,0,0,0,0,1,2,1,1,3,5,5,4,1,0,0,0,0,0,0.0582858730765361,-0.0168271359922447,0.0566223758732036
"205",50205,2,1,8,7,1.5895,0,2,1,4.7847,5,15,1,0,4,1,1,1,8,7,0,3,4,6,1,6,0,0,0,0,0,0,0,0,10,8,9,9,0,0,0,0,0,0,0.100116585742183,-0.00393883485752236,0.0246373390674246
"206",50206,0,2,6,10,0.0636,0.5365,8,1,2.6115,18,10,1,0,1,3,1,1,0,3,0,6,2,2,2,1,0,0,0,0,0,0,0,0,3,4,3,5,0,0,0,0,0,0,0.106178558502214,-0.00345339818652958,0.0481208122531425
"207",50207,0,1,3,1,0.7969,0.3996,10,1,5.6419,14,18,1,0,4,0,0,9,0,0,1,0,4,6,4,6,4,4,4,4,5,2,0,0,10,8,10,10,1,0,0,1,0,0,0.169464186175776,-0.0581964788139345,0.158586557849774
"208",50208,0,1,10,3,0.0433,0.1155,1,0,1.7661,11,6,1,0,0,0,0,0,4,2,0,0,3,1,1,3,0,0,0,0,0,0,0,0,4,3,3,2,0,0,0,0,0,0,0.0299947317209083,0.0106043295050718,0.0465348802832243
"209",50209,6,3,4,5,0.4201,0.1831,5,1,5.0721,7,14,1,0,6,3,0,0,7,4,8,6,4,1,4,4,0,0,0,0,0,0,0,0,8,7,7,6,0,0,0,0,0,0,0.271358273861597,0.00805431745960389,0.0945360559476395
"210",50210,5,3,8,4,0.4614,0.231,4,0,3.5264,6,14,1,4,3,3,4,3,3,6,3,3,7,7,7,5,0,0,0,0,0,0,0,0,7,6,7,6,0,0,0,0,0,0,0.142066327669163,0.157707467902223,0.0256849233824396
"211",50211,0,3,6,5,0.7969,0,8,1,1.5273,18,8,1,0,0,0,0,0,7,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,4,2,3,4,0,0,0,0,0,0,0.0642683845697797,-0.00558311092157262,0.155434476333623
"212",50212,0,3,7,7,0.7969,0.1831,4,0,5.9927,14,16,1,1,3,3,3,3,3,0,0,0,4,7,1,7,9,9,8,8,4,3,4,4,9,8,7,7,0,1,0,0,0,0,0.0425340793353034,0.106031883362996,0.134923556721517
"213",50213,1,1,4,3,0.6797,0.1831,4,0,4.9193,1,13,1,0,4,2,6,4,6,6,5,4,4,4,4,4,0,0,0,0,0,0,0,0,9,9,10,10,0,0,0,0,0,0,0.0724949378515418,0.176542815032934,0.0455972367552012
"214",50214,0,2,4,5,0.7969,0.1155,2,1,1.895,11,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0.0654322847418582,-0.00253281660897882,0.223039056183584
"215",50215,5,3,5,10,4.9565,0,8,0,6.3791,4,14,1,0,3,1,4,5,7,4,4,8,10,9,10,9,0,0,0,0,6,6,6,6,11,10,10,10,1,0,0,0,0,0,0.240960884145165,0.0413590690549025,-0.0224261654002527
"216",50216,0,7,7,3,0.1633,0,2,0,0.7268,11,13,1,0,5,4,1,1,3,0,0,0,4,2,2,4,0,0,0,0,3,2,2,2,6,5,4,4,0,0,0,0,0,0,0.0288038679014959,0.105043097292865,0.0784017702871831
